Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,1417066,India Indian Super League,2021/2022,2021-11-19 11:00:00,1,ATK Mohun Bagan,Kerala Blasters,4,2,6,"['2', '27', '39', '50']","['24', '69']",1.77,3.57,4.94,2.0,1.7,1.99,1.75
2,1417067,India Indian Super League,2021/2022,2021-11-20 11:00:00,1,Bengaluru,NorthEast United,4,2,6,"['14', '22', '42', '82']","['17', '25']",2.26,3.2,2.88,2.12,1.74,1.83,1.91
3,1417068,India Indian Super League,2021/2022,2021-11-21 11:00:00,1,East Bengal,Jamshedpur,1,1,2,['19'],['45+6'],2.29,3.35,2.74,1.97,1.91,1.71,2.04
4,1417069,India Indian Super League,2021/2022,2021-11-22 11:00:00,1,Mumbai City,Goa,3,0,3,"['33', '36', '76']",[],1.9,3.49,3.98,1.8,1.9,1.72,2.05
5,1417070,India Indian Super League,2021/2022,2021-11-23 11:00:00,1,Hyderabad,Chennaiyin,0,1,1,[],['66'],2.21,3.3,3.12,2.02,1.74,1.7,2.1
6,1417071,India Indian Super League,2021/2022,2021-11-24 11:00:00,2,Odisha FC,Bengaluru,3,1,4,"['3', '51', '90+5']",['21'],3.3,3.3,2.05,1.76,2.0,1.67,2.1
7,1417072,India Indian Super League,2021/2022,2021-11-25 11:00:00,2,NorthEast United,Kerala Blasters,0,0,0,[],[],2.05,3.25,3.4,1.92,1.83,1.78,1.95
8,1417073,India Indian Super League,2021/2022,2021-11-26 11:00:00,2,Goa,Jamshedpur,1,3,4,['86'],"['51', '61', '80']",1.95,3.25,3.4,1.8,1.91,1.67,2.1
9,1417074,India Indian Super League,2021/2022,2021-11-27 11:00:00,2,East Bengal,ATK Mohun Bagan,0,3,3,[],"['12', '14', '23']",4.33,3.0,1.95,1.95,1.75,1.9,1.83
10,1417075,India Indian Super League,2021/2022,2021-11-27 13:00:00,2,Mumbai City,Hyderabad,1,3,4,['6'],"['13', '53', '82']",1.67,3.6,5.0,1.95,1.74,1.72,2.05
11,1417076,India Indian Super League,2021/2022,2021-11-28 11:00:00,3,Bengaluru,Kerala Blasters,1,1,2,['84'],['88'],2.0,3.3,3.45,1.87,1.88,1.71,2.04
12,1417077,India Indian Super League,2021/2022,2021-11-29 11:00:00,3,NorthEast United,Chennaiyin,1,2,3,['50'],"['41', '74']",2.12,3.11,2.82,1.99,1.73,2.22,1.63
13,1417078,India Indian Super League,2021/2022,2021-11-30 11:00:00,3,Odisha FC,East Bengal,6,4,10,"['33', '40', '45', '71', '83', '90+3']","['13', '81', '90', '90+2']",2.75,3.4,2.0,1.65,2.1,1.62,2.2
14,1417079,India Indian Super League,2021/2022,2021-12-01 11:00:00,3,ATK Mohun Bagan,Mumbai City,1,5,6,['60'],"['4', '25', '38', '47', '52']",1.95,2.7,2.55,1.73,1.59,1.76,1.97
15,1417080,India Indian Super League,2021/2022,2021-12-02 11:00:00,3,Jamshedpur,Hyderabad,1,1,2,['41'],['54'],2.77,3.35,2.28,1.98,1.9,1.74,1.95
16,1417081,India Indian Super League,2021/2022,2021-12-03 11:00:00,4,Chennaiyin,East Bengal,0,0,0,[],[],1.88,3.25,3.55,1.87,1.83,1.71,1.86
17,1417082,India Indian Super League,2021/2022,2021-12-04 11:00:00,4,NorthEast United,Goa,2,1,3,"['10', '90+3']",['13'],2.32,2.92,2.67,1.8,1.98,1.69,2.07
18,1417083,India Indian Super League,2021/2022,2021-12-04 13:00:00,4,Bengaluru,Mumbai City,1,3,4,['20'],"['9', '54', '85']",2.56,3.11,2.31,1.98,1.8,1.72,2.03
19,1417084,India Indian Super League,2021/2022,2021-12-05 11:00:00,4,Kerala Blasters,Odisha FC,2,1,3,"['62', '85']",['90+5'],2.13,3.2,2.96,1.84,1.92,1.73,2.1
20,1417085,India Indian Super League,2021/2022,2021-12-06 11:00:00,4,Jamshedpur,ATK Mohun Bagan,2,1,3,"['37', '84']",['88'],3.5,3.1,2.1,2.16,1.66,1.71,1.9
21,1417086,India Indian Super League,2021/2022,2021-12-07 11:00:00,5,East Bengal,Goa,3,4,7,"['26', '37', '59']","['14', '32', '44', '79']",2.9,3.4,2.15,1.6,2.25,1.54,2.3
22,1417087,India Indian Super League,2021/2022,2021-12-08 11:00:00,5,Hyderabad,Bengaluru,1,0,1,['7'],[],1.95,3.3,3.8,1.98,1.78,1.71,2.0
23,1417088,India Indian Super League,2021/2022,2021-12-09 11:00:00,5,Mumbai City,Jamshedpur,4,2,6,"['3', '17', '24', '70']","['48', '55']",1.65,3.6,4.42,1.8,1.9,1.85,1.85
24,1417089,India Indian Super League,2021/2022,2021-12-10 11:00:00,5,Odisha FC,NorthEast United,1,0,1,['81'],[],3.6,3.5,1.92,1.7,2.08,1.62,2.2
25,1417090,India Indian Super League,2021/2022,2021-12-11 11:00:00,5,ATK Mohun Bagan,Chennaiyin,1,1,2,['18'],['45'],1.76,3.6,4.25,1.97,1.91,1.87,1.87
26,1417091,India Indian Super League,2021/2022,2021-12-11 13:00:00,6,Goa,Bengaluru,2,1,3,"['16', '70']",['45'],2.6,3.42,2.47,1.74,1.98,1.62,2.15
27,1417092,India Indian Super League,2021/2022,2021-12-12 11:00:00,6,East Bengal,Kerala Blasters,1,1,2,['37'],['44'],2.06,3.62,3.19,1.66,2.09,1.51,2.25
28,1417093,India Indian Super League,2021/2022,2021-12-13 11:00:00,6,Hyderabad,NorthEast United,5,1,6,"['12', '27', '78', '90', '90+4']",['43'],2.45,3.2,2.63,1.95,1.78,1.71,2.0
29,1417094,India Indian Super League,2021/2022,2021-12-14 11:00:00,6,Odisha FC,Jamshedpur,0,4,4,[],"['3', '4', '21', '35']",2.8,3.15,2.5,1.87,1.88,1.67,2.1
30,1417095,India Indian Super League,2021/2022,2021-12-15 11:00:00,6,Mumbai City,Chennaiyin,1,0,1,['86'],[],1.86,3.6,3.75,1.83,2.0,1.68,1.95
31,1417096,India Indian Super League,2021/2022,2021-12-16 11:00:00,7,Bengaluru,ATK Mohun Bagan,3,3,6,"['18', '26', '72']","['13', '38', '58']",3.4,3.2,1.96,2.03,1.8,1.66,2.0
32,1417097,India Indian Super League,2021/2022,2021-12-17 11:00:00,7,NorthEast United,East Bengal,2,0,2,"['60', '68']",[],2.2,3.6,2.8,1.71,2.08,1.62,2.19
33,1417098,India Indian Super League,2021/2022,2021-12-18 11:00:00,7,Chennaiyin,Odisha FC,2,1,3,"['23', '63']",['90+6'],1.92,3.5,3.3,1.73,2.14,1.62,2.2
34,1417099,India Indian Super League,2021/2022,2021-12-18 13:00:00,7,Goa,Hyderabad,1,1,2,['62'],['54'],2.55,3.25,2.39,1.82,2.01,1.53,2.44
35,1417100,India Indian Super League,2021/2022,2021-12-19 11:00:00,7,Mumbai City,Kerala Blasters,0,3,3,[],"['27', '47', '51']",1.58,4.14,5.63,1.65,2.1,1.66,1.95
36,1417101,India Indian Super League,2021/2022,2021-12-20 11:00:00,8,Jamshedpur,Bengaluru,0,0,0,[],[],2.25,3.3,3.0,1.77,1.89,1.67,2.14
37,1417102,India Indian Super League,2021/2022,2021-12-21 11:00:00,8,NorthEast United,ATK Mohun Bagan,2,3,5,"['2', '87']","['45+2', '52', '76']",3.5,3.5,1.8,1.65,2.1,1.67,2.1
38,1417103,India Indian Super League,2021/2022,2021-12-22 11:00:00,8,Chennaiyin,Kerala Blasters,0,3,3,[],"['9', '38', '79']",1.73,3.78,4.2,1.72,2.01,1.68,2.1
39,1417104,India Indian Super League,2021/2022,2021-12-23 11:00:00,8,Hyderabad,East Bengal,1,1,2,['35'],['20'],1.64,3.84,4.86,1.88,1.94,1.53,2.38
40,1417105,India Indian Super League,2021/2022,2021-12-24 11:00:00,8,Odisha FC,Goa,1,1,2,['53'],['42'],2.85,3.1,2.25,1.7,2.0,1.58,2.25
41,1417106,India Indian Super League,2021/2022,2021-12-26 11:00:00,9,Kerala Blasters,Jamshedpur,1,1,2,['27'],['14'],2.41,3.45,2.41,1.81,1.99,1.64,2.15
42,1417107,India Indian Super League,2021/2022,2021-12-27 11:00:00,9,NorthEast United,Mumbai City,3,3,6,"['29', '55', '80']","['33', '40', '52']",4.15,3.85,1.72,1.65,2.1,1.65,2.15
43,1417108,India Indian Super League,2021/2022,2021-12-28 11:00:00,9,Hyderabad,Odisha FC,6,1,7,"['9', '39', '54', '60', '72', '86']",['16'],1.55,4.1,5.25,1.55,2.29,1.44,2.63
44,1417109,India Indian Super League,2021/2022,2021-12-29 11:00:00,9,ATK Mohun Bagan,Goa,2,1,3,"['23', '56']",['81'],1.86,3.66,3.78,1.79,2.05,1.68,2.08
45,1417110,India Indian Super League,2021/2022,2021-12-30 11:00:00,9,Chennaiyin,Bengaluru,2,4,6,"['4', '49']","['38', '43', '70', '74']",2.24,3.25,2.97,1.75,1.94,1.62,2.19
46,1417111,India Indian Super League,2021/2022,2022-01-02 11:00:00,10,Kerala Blasters,Goa,2,2,4,"['10', '20']","['24', '38']",2.71,3.6,2.3,1.62,2.1,1.52,2.45
47,1417112,India Indian Super League,2021/2022,2022-01-02 13:00:00,10,Jamshedpur,Chennaiyin,0,1,1,[],['31'],1.75,3.65,4.25,1.84,1.82,1.87,1.87
48,1417113,India Indian Super League,2021/2022,2022-01-03 11:00:00,10,Odisha FC,Mumbai City,4,2,6,"['4', '70', '77', '89']","['10', '38']",4.2,3.75,1.35,1.36,2.9,1.44,2.5
49,1417114,India Indian Super League,2021/2022,2022-01-04 11:00:00,10,Bengaluru,East Bengal,1,1,2,['55'],['28'],1.57,4.0,4.75,1.55,2.23,1.51,2.2
50,1417115,India Indian Super League,2021/2022,2022-01-05 11:00:00,10,ATK Mohun Bagan,Hyderabad,2,2,4,"['1', '64']","['18', '90+1']",1.67,3.7,4.33,1.65,2.1,1.43,2.74
51,1417116,India Indian Super League,2021/2022,2022-01-06 11:00:00,11,Jamshedpur,NorthEast United,3,2,5,"['44', '56', '90+3']","['4', '90+1']",1.82,3.72,3.88,1.7,2.03,1.65,2.16
52,1417117,India Indian Super League,2021/2022,2022-01-07 11:00:00,11,East Bengal,Mumbai City,0,0,0,[],[],5.75,4.1,1.5,1.41,2.61,1.54,2.2
53,1417119,India Indian Super League,2021/2022,2022-01-08 13:00:00,11,Goa,Chennaiyin,1,0,1,['82'],[],1.95,3.45,3.25,1.65,2.05,1.56,2.36
54,1417120,India Indian Super League,2021/2022,2022-01-09 11:00:00,11,Kerala Blasters,Hyderabad,1,0,1,['42'],[],2.77,3.54,2.32,1.67,2.14,1.59,2.32
55,1519458,India Indian Super League,2021/2022,2022-01-10 11:00:00,12,Mumbai City,Bengaluru,0,3,3,[],"['8', '23', '45+5']",2.0,3.4,3.2,1.62,2.15,1.57,2.32
56,1519460,India Indian Super League,2021/2022,2022-01-11 11:00:00,12,Jamshedpur,East Bengal,1,0,1,['88'],[],1.46,4.45,6.19,1.6,2.2,1.62,2.05
57,1519461,India Indian Super League,2021/2022,2022-01-12 11:00:00,12,Odisha FC,Kerala Blasters,0,2,2,[],"['28', '40']",4.05,3.95,1.6,1.45,2.55,1.57,2.25
58,1519462,India Indian Super League,2021/2022,2022-01-13 11:00:00,12,Chennaiyin,Hyderabad,1,1,2,['13'],['45+4'],2.75,3.5,2.25,1.76,2.09,1.58,2.26
59,1519463,India Indian Super League,2021/2022,2022-01-14 11:00:00,12,Goa,NorthEast United,1,1,2,['39'],['2'],1.68,3.85,3.7,1.5,2.35,1.52,2.39
60,1519467,India Indian Super League,2021/2022,2022-01-18 11:00:00,13,NorthEast United,Odisha FC,0,2,2,[],"['17', '22']",1.85,3.7,3.75,1.54,2.32,1.5,2.5
61,1519468,India Indian Super League,2021/2022,2022-01-19 11:00:00,13,Goa,East Bengal,1,2,3,['37'],"['9', '42']",1.45,4.52,5.85,1.58,2.23,1.68,2.1
62,1519471,India Indian Super League,2021/2022,2022-01-22 11:00:00,14,Chennaiyin,NorthEast United,2,1,3,"['52', '58']",['35'],1.88,3.5,3.6,2.2,1.6,1.82,1.9
63,1519472,India Indian Super League,2021/2022,2022-01-23 11:00:00,14,Bengaluru,Goa,1,1,2,['61'],['41'],1.89,3.7,3.3,1.57,2.19,1.53,2.38
64,1417118,India Indian Super League,2021/2022,2022-01-23 13:00:00,11,ATK Mohun Bagan,Odisha FC,0,0,0,[],[],1.55,4.3,4.55,1.48,2.47,1.53,2.38
65,1519473,India Indian Super League,2021/2022,2022-01-24 11:00:00,14,East Bengal,Hyderabad,0,4,4,[],"['21', '44', '45+1', '74']",3.9,3.65,1.7,1.64,2.12,1.63,2.2
66,1519474,India Indian Super League,2021/2022,2022-01-25 11:00:00,15,Mumbai City,NorthEast United,1,1,2,['30'],['79'],1.52,4.15,5.5,1.65,2.18,1.68,2.0
67,1519475,India Indian Super League,2021/2022,2022-01-26 11:00:00,15,Bengaluru,Chennaiyin,3,0,3,"['12', '42', '52']",[],2.04,3.37,3.51,1.82,1.93,1.7,2.1
68,1519476,India Indian Super League,2021/2022,2022-01-27 11:00:00,15,Odisha FC,Hyderabad,2,3,5,"['45', '84']","['51', '70', '73']",3.9,3.5,1.85,1.71,2.08,1.57,2.25
69,1519477,India Indian Super League,2021/2022,2022-01-28 11:00:00,15,Jamshedpur,Goa,1,0,1,['49'],[],1.83,3.5,3.5,1.73,2.0,1.6,2.05
70,1519478,India Indian Super League,2021/2022,2022-01-29 11:00:00,15,ATK Mohun Bagan,East Bengal,3,1,4,"['64', '90+3', '90+4']",['56'],1.33,4.9,7.75,1.57,2.25,1.8,1.8
71,1519479,India Indian Super League,2021/2022,2022-01-30 11:00:00,16,Kerala Blasters,Bengaluru,0,1,1,[],['56'],2.5,3.35,2.6,1.94,1.82,1.73,2.02
72,1519480,India Indian Super League,2021/2022,2022-01-31 11:00:00,16,NorthEast United,Hyderabad,0,5,5,[],"['3', '45+3', '60', '84', '88']",4.3,3.85,1.64,1.68,2.12,1.6,2.25
73,1519481,India Indian Super League,2021/2022,2022-02-01 11:00:00,16,Goa,Odisha FC,1,1,2,['90+4'],['61'],1.97,3.87,3.24,1.45,2.48,1.5,2.5
74,1519482,India Indian Super League,2021/2022,2022-02-02 11:00:00,16,East Bengal,Chennaiyin,2,2,4,"['61', '90+1']","['2', '14']",2.85,3.4,2.15,1.8,1.86,1.65,2.15
75,1519483,India Indian Super League,2021/2022,2022-02-03 11:00:00,16,Mumbai City,ATK Mohun Bagan,1,1,2,['24'],['9'],1.86,3.7,3.45,1.6,2.19,1.55,2.35
76,1519484,India Indian Super League,2021/2022,2022-02-04 11:00:00,17,Kerala Blasters,NorthEast United,2,1,3,"['62', '82']",['90+6'],1.31,5.05,8.7,1.65,2.11,2.0,1.62
77,1519485,India Indian Super League,2021/2022,2022-02-05 11:00:00,17,Bengaluru,Jamshedpur,3,1,4,"['54', '62', '90+4']",['1'],2.24,3.2,3.02,1.8,2.0,1.55,2.15
78,1519486,India Indian Super League,2021/2022,2022-02-06 11:00:00,17,Chennaiyin,Mumbai City,0,1,1,[],['85'],3.2,3.4,1.96,1.75,2.1,1.54,2.15
79,1519487,India Indian Super League,2021/2022,2022-02-07 11:00:00,17,East Bengal,Odisha FC,1,2,3,['64'],"['23', '75']",3.24,3.76,1.99,1.48,2.4,1.53,2.38
80,1519488,India Indian Super League,2021/2022,2022-02-08 11:00:00,17,Hyderabad,ATK Mohun Bagan,1,2,3,['67'],"['56', '59']",2.15,3.53,2.65,1.65,2.1,1.4,2.7
81,1519490,India Indian Super League,2021/2022,2022-02-09 11:00:00,18,Chennaiyin,Goa,0,5,5,[],"['6', '20', '41', '45+1', '53']",4.0,3.65,1.73,1.75,1.96,1.65,2.1
82,1519491,India Indian Super League,2021/2022,2022-02-10 11:00:00,18,Jamshedpur,Kerala Blasters,3,0,3,"['45', '48', '53']",[],2.0,3.3,3.65,2.0,1.73,1.69,2.04
