Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,4572126,Italy Coppa Italia,2022/2023,2022-07-30 13:00:00,0,Südtirol,FeralpiSalò,1,3,4,['56'],"['34', '49', '52']",1.82,3.35,4.6,2.42,1.61,2.13,1.67
2,4572127,Italy Coppa Italia,2022/2023,2022-07-31 15:30:00,0,Modena,Catanzaro,3,1,4,"['1', '45+2', '74']",['59'],1.75,3.55,4.75,2.17,1.66,2.01,1.75
3,4572128,Italy Coppa Italia,2022/2023,2022-07-31 16:00:00,0,Bari 1908,Calcio Padova,3,0,3,"['8', '16', '90+2']",[],1.8,3.4,4.5,2.3,1.58,2.08,1.68
4,4572129,Italy Coppa Italia,2022/2023,2022-07-31 16:00:00,0,Palermo,Reggiana,3,2,5,"['3', '37', '80']","['57', '87']",1.88,3.5,4.0,2.05,1.73,1.88,1.85
5,4572130,Italy Coppa Italia,2022/2023,2022-08-05 12:45:00,0,Cagliari,Perugia,3,2,5,"['2', '80', '89']","['32', '67']",1.97,3.45,4.3,2.1,1.68,1.9,1.83
6,4572131,Italy Coppa Italia,2022/2023,2022-08-05 13:00:00,0,Udinese,FeralpiSalò,2,1,3,"['12', '64']",['67'],1.25,6.05,10.75,1.6,2.25,1.98,1.83
7,4572132,Italy Coppa Italia,2022/2023,2022-08-05 16:00:00,0,Lecce,Cittadella,2,3,5,"['61', '105+1']","['73', '93', '100']",1.67,4.09,5.38,1.9,1.85,1.83,1.9
8,4572133,Italy Coppa Italia,2022/2023,2022-08-05 16:15:00,0,Sampdoria,Reggina,1,0,1,['66'],[],1.48,4.42,7.73,1.83,1.9,2.05,1.72
9,4572134,Italy Coppa Italia,2022/2023,2022-08-06 12:45:00,0,Pisa,Brescia,1,4,5,['20'],"['25', '61', '72', '90+4']",2.58,3.32,2.86,2.35,1.67,1.98,1.83
10,4572135,Italy Coppa Italia,2022/2023,2022-08-06 13:00:00,0,Spezia,Como,5,1,6,"['43', '60', '71', '76', '89']",['55'],1.63,3.99,5.68,1.83,2.01,1.83,1.93
11,4572136,Italy Coppa Italia,2022/2023,2022-08-06 16:00:00,0,Empoli,SPAL,1,2,3,['80'],"['82', '120+1']",1.59,3.77,6.09,1.73,2.15,1.79,1.98
12,4572137,Italy Coppa Italia,2022/2023,2022-08-06 16:15:00,0,Torino,Palermo,3,0,3,"['54', '73', '79']",[],1.52,4.5,6.5,1.75,1.9,2.0,1.73
13,4572138,Italy Coppa Italia,2022/2023,2022-08-07 12:45:00,0,Venezia,Ascoli,2,3,5,"['88', '89']","['36', '70', '90+1']",3.42,3.45,2.09,1.91,1.8,1.73,2.0
14,4572139,Italy Coppa Italia,2022/2023,2022-08-07 13:00:00,0,Hellas Verona,Bari 1908,1,4,5,['16'],"['30', '44', '53', '78']",1.44,3.9,6.25,1.85,1.85,2.0,1.73
15,4572140,Italy Coppa Italia,2022/2023,2022-08-07 16:00:00,0,Salernitana,Parma,0,2,2,[],"['59', '74']",2.42,3.4,2.83,1.91,1.8,1.67,2.13
16,4572141,Italy Coppa Italia,2022/2023,2022-08-07 16:15:00,0,Monza,Frosinone,3,2,5,"['25', '43', '83']","['52', '56']",1.68,3.83,4.92,2.1,1.67,2.0,1.73
17,4572142,Italy Coppa Italia,2022/2023,2022-08-08 12:45:00,0,Genoa,Benevento,3,2,5,"['35', '45', '64']","['45+3', '90+5']",1.85,3.6,4.0,1.83,1.9,1.73,1.98
18,4572143,Italy Coppa Italia,2022/2023,2022-08-08 13:00:00,0,Modena,Sassuolo,3,2,5,"['11', '30', '52']","['45+2', '88']",5.25,4.25,1.55,1.8,1.91,1.7,2.15
19,4572144,Italy Coppa Italia,2022/2023,2022-08-08 16:00:00,0,Cremonese,Ternana,3,2,5,"['15', '22', '60']","['54', '57']",2.05,3.5,3.4,1.72,2.05,1.6,2.25
20,4572145,Italy Coppa Italia,2022/2023,2022-08-08 16:15:00,0,Bologna,Cosenza,1,0,1,['64'],[],1.18,5.8,15.0,1.55,2.3,2.15,1.61
21,4572146,Italy Coppa Italia,2022/2023,2022-10-18 13:00:00,0,Genoa,SPAL,1,0,1,['45+1'],[],1.49,3.52,9.93,1.91,1.92,2.05,1.66
22,4572147,Italy Coppa Italia,2022/2023,2022-10-18 16:00:00,0,Torino,Cittadella,4,0,4,"['21', '55', '76', '80']",[],1.42,4.33,9.04,2.01,1.83,2.3,1.53
23,4572148,Italy Coppa Italia,2022/2023,2022-10-19 10:00:00,0,Spezia,Brescia,3,1,4,"['20', '55', '86']",['90+3'],1.89,3.58,4.23,1.85,1.83,1.75,2.0
24,4572149,Italy Coppa Italia,2022/2023,2022-10-19 13:00:00,0,Parma,Bari 1908,1,0,1,['29'],[],2.3,3.47,3.13,1.94,1.9,1.75,2.0
25,4572150,Italy Coppa Italia,2022/2023,2022-10-19 16:00:00,0,Udinese,Monza,2,3,5,"['49', '68']","['45', '70', '72']",1.54,4.53,5.81,1.74,2.13,1.75,2.0
26,4572151,Italy Coppa Italia,2022/2023,2022-10-20 10:00:00,0,Cremonese,Modena,4,2,6,"['77', '84', '111', '120']","['89', '90']",1.93,3.62,3.77,1.83,2.01,1.67,2.1
27,4572152,Italy Coppa Italia,2022/2023,2022-10-20 13:00:00,0,Sampdoria,Ascoli,2,2,4,"['10', '118']","['33', '110']",1.94,3.42,3.98,2.1,1.7,1.91,1.91
28,4572153,Italy Coppa Italia,2022/2023,2022-10-20 16:00:00,0,Bologna,Cagliari,1,0,1,['69'],[],1.67,3.85,4.98,1.91,1.96,1.95,1.8
