Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,1276191,Austria Bundesliga,2021/2022,2021-07-23 15:30:00,1,Sturm Graz,Salzburg,1,3,4,['11'],"['69', '76', '85']",5.0,4.33,1.47,1.5,2.4,1.62,2.2
2,1276192,Austria Bundesliga,2021/2022,2021-07-24 12:00:00,1,Rapid Wien,Hartberg,0,2,2,[],"['41', '68']",1.44,4.2,6.5,1.6,2.2,1.8,1.95
3,1276193,Austria Bundesliga,2021/2022,2021-07-24 12:00:00,1,Rheindorf Altach,LASK Linz,0,1,1,[],['35'],5.0,3.8,1.57,1.66,2.09,1.83,1.91
4,1276194,Austria Bundesliga,2021/2022,2021-07-24 12:00:00,1,Wattens,Admira,1,1,2,['60'],['90+3'],1.73,3.8,4.33,1.8,2.0,1.75,2.0
5,1276195,Austria Bundesliga,2021/2022,2021-07-25 12:00:00,1,Ried,Austria Wien,2,1,3,"['56', '67']",['75'],2.87,3.3,2.15,1.61,2.15,1.65,2.15
6,1276196,Austria Bundesliga,2021/2022,2021-07-25 12:00:00,1,Austria Klagenfurt,Wolfsberger AC,1,1,2,['90'],['25'],4.0,3.4,1.75,1.7,2.0,1.77,2.0
7,1276197,Austria Bundesliga,2021/2022,2021-07-31 12:00:00,2,LASK Linz,Rapid Wien,1,1,2,['79'],['8'],2.17,3.34,2.71,2.2,1.67,1.59,2.25
8,1276199,Austria Bundesliga,2021/2022,2021-07-31 12:00:00,2,Admira,Austria Klagenfurt,4,0,4,"['67', '70', '77', '90+1']",[],1.91,3.45,3.17,2.0,1.83,1.8,2.0
9,1276201,Austria Bundesliga,2021/2022,2021-07-31 12:00:00,2,Hartberg,Rheindorf Altach,1,2,3,['81'],"['16', '28']",1.91,3.45,3.17,1.83,1.94,1.69,2.1
10,1276203,Austria Bundesliga,2021/2022,2021-08-01 12:00:00,2,Austria Wien,Wattens,1,1,2,['80'],['45+3'],1.95,3.6,3.6,1.67,2.1,1.59,2.3
11,1276205,Austria Bundesliga,2021/2022,2021-08-01 12:00:00,2,Wolfsberger AC,Sturm Graz,1,4,5,['15'],"['25', '31', '32', '37']",3.1,3.5,2.15,1.67,2.1,1.61,2.25
12,1276207,Austria Bundesliga,2021/2022,2021-08-01 12:00:00,2,Salzburg,Ried,7,1,8,"['37', '41', '52', '62', '78', '90+1', '90+3']",['88'],1.13,8.5,15.0,1.22,3.75,2.0,1.77
13,1276214,Austria Bundesliga,2021/2022,2021-08-07 12:00:00,3,Ried,Admira,2,1,3,"['14', '26']",['72'],1.8,3.75,3.75,1.8,2.05,1.83,1.95
14,1276209,Austria Bundesliga,2021/2022,2021-08-07 12:00:00,3,Austria Klagenfurt,Hartberg,4,3,7,"['4', '41', '51', '79']","['25', '61', '88']",2.6,3.4,2.4,1.62,2.21,1.61,2.3
15,1276210,Austria Bundesliga,2021/2022,2021-08-07 12:00:00,3,Sturm Graz,Rheindorf Altach,3,1,4,"['17', '59', '79']",['49'],1.62,4.0,4.33,1.51,2.46,1.74,2.05
16,1276212,Austria Bundesliga,2021/2022,2021-08-08 12:00:00,3,Rapid Wien,Wolfsberger AC,3,0,3,"['22', '52', '53']",[],1.76,4.1,3.95,1.53,2.35,1.57,2.25
17,1276216,Austria Bundesliga,2021/2022,2021-08-08 12:00:00,3,Wattens,LASK Linz,1,1,2,['28'],['60'],4.8,3.9,1.65,1.75,1.95,1.62,2.2
