Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,1189482,Ecuador Primera Categoría Serie A,2021,2021-02-19 18:30:00,1,CD Universidad Católica,CD Olmedo,3,0,3,"['-1', '-1', '-1']",[],1.2,5.0,13.0,0.0,0.0,0.0,0.0
2,1189483,Ecuador Primera Categoría Serie A,2021,2021-02-19 21:00:00,1,LDU Quito,9 de Octubre,4,2,6,"['30', '33', '64', '88']","['55', '62']",1.22,5.0,11.0,1.6,2.3,2.0,1.73
3,1189484,Ecuador Primera Categoría Serie A,2021,2021-02-20 16:00:00,1,Mushuc Runa SC,SD Aucas,1,3,4,['56'],"['20', '60', '90+3']",2.49,3.21,2.31,1.6,2.25,1.48,2.4
4,1189485,Ecuador Primera Categoría Serie A,2021,2021-02-20 18:30:00,1,Guayaquil City FC,Macará,3,1,4,"['3', '36', '88']",['90+1'],2.25,3.05,3.0,1.95,1.71,1.71,1.95
5,1189486,Ecuador Primera Categoría Serie A,2021,2021-02-20 21:00:00,1,Manta FC,Barcelona,2,3,5,"['11', '28']","['65', '82', '86']",5.75,3.55,1.53,1.95,1.71,2.0,1.69
6,1189487,Ecuador Primera Categoría Serie A,2021,2021-02-21 15:00:00,1,Orense SC,CSD Independiente del Valle,2,0,2,"['43', '72']",[],2.97,3.52,2.22,1.82,1.94,1.77,1.91
7,1189488,Ecuador Primera Categoría Serie A,2021,2021-02-21 17:30:00,1,Técnico Universitario,Delfin SC,0,1,1,[],['76'],2.1,3.2,3.2,2.0,1.67,1.91,1.77
8,1189489,Ecuador Primera Categoría Serie A,2021,2021-02-21 20:00:00,1,CS Emelec,Deportivo Cuenca,4,1,5,"['20', '42', '46', '87']",['30'],1.32,4.55,7.0,1.65,2.0,1.95,1.71
9,1189490,Ecuador Primera Categoría Serie A,2021,2021-02-26 21:00:00,2,Deportivo Cuenca,Guayaquil City FC,3,0,3,"['19', '62', '79']",[],1.95,3.15,3.55,1.69,2.0,1.59,2.15
10,1189491,Ecuador Primera Categoría Serie A,2021,2021-02-27 16:00:00,2,CD Universidad Católica,Manta FC,3,3,6,"['1', '3', '16']","['53', '65', '80']",1.22,5.5,10.5,1.54,2.4,2.0,1.69
11,1189492,Ecuador Primera Categoría Serie A,2021,2021-02-27 18:30:00,2,Macará,CSD Independiente del Valle,3,1,4,"['11', '48', '90+2']",['62'],3.05,3.0,2.25,1.74,1.91,1.59,2.15
12,1189493,Ecuador Primera Categoría Serie A,2021,2021-02-27 21:00:00,2,SD Aucas,CS Emelec,2,3,5,"['23', '56']","['43', '62', '78']",2.2,3.3,2.9,1.51,2.3,1.44,2.5
