Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,2435193,Netherlands Eerste Divisie,2022/2023,2022-08-05 15:00:00,1,Den Bosch,Eindhoven,1,3,4,['52'],"['8', '23', '33']",3.03,3.75,2.16,1.66,2.19,1.57,2.25
2,2435194,Netherlands Eerste Divisie,2022/2023,2022-08-05 15:00:00,1,Dordrecht,Roda JC,0,2,2,[],"['15', '29']",5.72,4.43,1.51,1.41,2.59,1.57,2.25
3,2435195,Netherlands Eerste Divisie,2022/2023,2022-08-05 15:00:00,1,Heracles,ADO Den Haag,4,0,4,"['4', '22', '34', '44']",[],1.91,3.75,3.57,1.66,2.19,1.67,2.1
4,2435196,Netherlands Eerste Divisie,2022/2023,2022-08-05 15:00:00,1,NAC Breda,Helmond Sport,1,0,1,['53'],[],1.43,4.67,6.49,1.62,2.26,1.83,1.83
5,2435197,Netherlands Eerste Divisie,2022/2023,2022-08-05 15:00:00,1,Oss,Utrecht II,3,0,3,"['11', '38', '84']",[],2.03,3.65,3.3,1.63,2.24,1.53,2.38
6,2435198,Netherlands Eerste Divisie,2022/2023,2022-08-05 15:00:00,1,VVV,Almere City,3,0,3,"['7', '32', '70']",[],2.78,3.5,2.36,1.63,2.24,1.5,2.5
7,2435199,Netherlands Eerste Divisie,2022/2023,2022-08-05 15:00:00,1,Willem II,PSV II,1,1,2,['62'],['57'],1.61,4.28,4.63,1.58,2.32,1.57,2.25
8,2435200,Netherlands Eerste Divisie,2022/2023,2022-08-07 07:15:00,1,PEC Zwolle,De Graafschap,2,1,3,"['34', '78']",['76'],2.04,3.55,3.37,1.69,2.14,1.62,2.2
9,2435201,Netherlands Eerste Divisie,2022/2023,2022-08-08 15:00:00,1,Ajax II,Telstar,1,1,2,['41'],['3'],1.67,4.12,4.35,1.43,2.53,1.53,2.38
10,2435202,Netherlands Eerste Divisie,2022/2023,2022-08-08 15:00:00,1,AZ II,MVV,3,1,4,"['4', '51', '82']",['15'],1.94,3.77,3.47,1.47,2.41,1.5,2.5
11,2435208,Netherlands Eerste Divisie,2022/2023,2022-08-12 15:00:00,2,Telstar,PEC Zwolle,0,5,5,[],"['2', '9', '36', '65', '86']",3.67,3.65,1.91,1.62,2.26,1.55,2.3
12,2435207,Netherlands Eerste Divisie,2022/2023,2022-08-12 15:00:00,2,Roda JC,Ajax II,1,0,1,['67'],[],1.62,4.45,4.38,1.44,2.62,1.45,2.69
13,2435206,Netherlands Eerste Divisie,2022/2023,2022-08-12 15:00:00,2,Helmond Sport,AZ II,1,3,4,['32'],"['8', '62', '90']",2.6,3.75,2.45,1.66,2.2,1.55,2.35
14,2435203,Netherlands Eerste Divisie,2022/2023,2022-08-12 15:00:00,2,Almere City,Oss,3,0,3,"['18', '54', '86']",[],1.45,4.7,5.9,1.53,2.38,1.66,2.16
15,2435204,Netherlands Eerste Divisie,2022/2023,2022-08-12 15:00:00,2,De Graafschap,VVV,1,2,3,['18'],"['41', '55']",1.47,4.75,6.0,1.6,2.35,1.72,2.05
16,2435205,Netherlands Eerste Divisie,2022/2023,2022-08-12 15:00:00,2,Eindhoven,Willem II,2,1,3,"['23', '90+5']",['76'],2.62,3.35,2.57,1.7,2.05,1.6,2.27
17,2435209,Netherlands Eerste Divisie,2022/2023,2022-08-14 07:15:00,2,ADO Den Haag,Den Bosch,0,2,2,[],"['39', '41']",1.55,4.58,4.95,1.53,2.38,1.67,2.1
18,2435210,Netherlands Eerste Divisie,2022/2023,2022-08-15 15:00:00,2,Utrecht II,Heracles,0,3,3,[],"['9', '36', '41']",4.0,3.75,1.81,1.63,2.24,1.67,2.1
19,2435211,Netherlands Eerste Divisie,2022/2023,2022-08-15 15:00:00,2,PSV II,Dordrecht,1,0,1,['65'],[],1.45,4.69,6.18,1.5,2.5,1.62,2.2
20,2435212,Netherlands Eerste Divisie,2022/2023,2022-08-15 15:00:00,2,MVV,NAC Breda,3,1,4,"['9', '12', '66']",['71'],3.89,4.16,1.77,1.66,2.18,1.67,2.1
21,2435218,Netherlands Eerste Divisie,2022/2023,2022-08-19 15:00:00,3,Willem II,Telstar,2,1,3,"['36', '74']",['58'],1.42,4.75,7.0,1.57,2.4,1.78,2.0
22,2435217,Netherlands Eerste Divisie,2022/2023,2022-08-19 15:00:00,3,NAC Breda,Oss,1,0,1,['28'],[],1.61,3.98,5.0,1.61,2.29,1.67,2.15
23,2435216,Netherlands Eerste Divisie,2022/2023,2022-08-19 15:00:00,3,MVV,ADO Den Haag,3,1,4,"['1', '24', '68']",['31'],3.3,3.92,2.0,1.52,2.48,1.46,2.63
24,2435214,Netherlands Eerste Divisie,2022/2023,2022-08-19 15:00:00,3,Dordrecht,Utrecht II,2,1,3,"['7', '36']",['2'],2.7,3.6,2.45,1.57,2.4,1.47,2.55
25,2435213,Netherlands Eerste Divisie,2022/2023,2022-08-19 15:00:00,3,Den Bosch,Roda JC,0,3,3,[],"['78', '81', '90+3']",4.33,3.75,1.78,1.53,2.5,1.53,2.45
