Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,1292618,Cyprus First Division,2021/2022,2021-08-20 13:00:00,1,AEK Larnaca,Doxa,1,1,2,['26'],['48'],1.11,4.33,6.0,1.73,2.08,2.06,1.73
2,1292620,Cyprus First Division,2021/2022,2021-08-21 13:00:00,1,Paphos,APOEL,4,0,4,"['2', '45+1', '45+3', '62']",[],2.8,3.3,1.43,2.1,1.7,2.0,1.77
3,1292621,Cyprus First Division,2021/2022,2021-08-22 13:00:00,1,Olympiakos,Aris,1,2,3,['-1'],"['-1', '-1']",1.85,3.4,3.8,2.0,1.8,1.77,1.8
4,1292622,Cyprus First Division,2021/2022,2021-08-23 13:00:00,1,Apollon,Ethnikos Achna,4,2,6,"['28', '44', '81', '90']","['9', '64']",1.09,5.0,6.5,1.57,2.35,1.89,1.86
5,1292625,Cyprus First Division,2021/2022,2021-09-11 12:00:00,2,Ethnikos Achna,PAEEK,1,3,4,['17'],"['14', '23', '78']",1.17,3.8,4.4,1.85,1.95,1.92,1.82
6,1292626,Cyprus First Division,2021/2022,2021-09-11 14:00:00,2,Aris,Apollon,0,1,1,[],['39'],3.75,3.55,1.72,1.74,1.98,1.71,1.91
7,1292629,Cyprus First Division,2021/2022,2021-09-12 13:00:00,2,Doxa,Anorthosis,2,0,2,"['42', '89']",[],4.8,3.8,1.15,2.0,1.8,1.97,1.78
8,1292624,Cyprus First Division,2021/2022,2021-09-12 14:00:00,2,AEK Larnaca,Omonia Nicosia,2,1,3,"['55', '75']",['81'],2.3,3.0,1.55,2.1,1.7,1.87,1.87
9,1292627,Cyprus First Division,2021/2022,2021-09-13 12:00:00,2,APOEL,Olympiakos,0,1,1,[],['28'],1.15,4.2,4.7,1.75,2.05,1.98,1.77
10,1292628,Cyprus First Division,2021/2022,2021-09-13 14:00:00,2,AEL,Paphos,4,0,4,"['8', '37', '50', '75']",[],1.47,3.2,2.55,2.35,1.57,2.01,1.75
11,1292634,Cyprus First Division,2021/2022,2021-09-17 13:00:00,3,PAEEK,Aris,0,0,0,[],[],3.5,3.2,1.87,1.91,1.69,1.83,1.77
12,1292631,Cyprus First Division,2021/2022,2021-09-18 12:00:00,3,Paphos,AEK Larnaca,1,1,2,['61'],['53'],1.6,3.25,2.25,1.95,1.85,1.72,2.05
13,1292632,Cyprus First Division,2021/2022,2021-09-18 14:00:00,3,Olympiakos,AEL,1,1,2,['84'],['45+1'],3.4,3.25,1.93,2.0,1.86,1.75,2.0
14,1292633,Cyprus First Division,2021/2022,2021-09-19 13:00:00,3,Apollon,APOEL,2,1,3,"['8', '45+2']",['2'],1.8,3.2,1.95,2.15,1.67,1.83,1.9
15,1292630,Cyprus First Division,2021/2022,2021-09-20 13:00:00,3,Omonia Nicosia,Doxa,2,1,3,"['90+3', '90+8']",['72'],1.09,4.5,7.75,1.73,2.08,2.24,1.63
16,1292635,Cyprus First Division,2021/2022,2021-09-20 15:00:00,3,Anorthosis,Ethnikos Achna,2,1,3,"['10', '42']",['90'],1.12,4.75,5.5,1.62,2.25,1.83,1.9
17,1292641,Cyprus First Division,2021/2022,2021-09-24 13:00:00,4,Doxa,Ethnikos Achna,0,0,0,[],[],2.2,2.85,2.9,2.1,1.59,1.87,1.71
18,1292638,Cyprus First Division,2021/2022,2021-09-25 13:00:00,4,Aris,Anorthosis,3,2,5,"['12', '16', '19']","['29', '50']",3.8,3.2,1.91,2.05,1.75,1.77,1.83
19,1292637,Cyprus First Division,2021/2022,2021-09-26 13:00:00,4,Omonia Nicosia,Paphos,1,1,2,['56'],['16'],1.3,3.8,3.25,1.8,2.0,1.8,1.97
20,1292640,Cyprus First Division,2021/2022,2021-09-26 13:00:00,4,AEL,Apollon,0,1,1,[],['53'],2.14,3.1,1.7,2.08,1.73,1.76,2.06
21,1292636,Cyprus First Division,2021/2022,2021-09-27 13:00:00,4,AEK Larnaca,Olympiakos,1,0,1,['72'],[],1.29,3.88,3.25,1.71,2.19,1.72,2.06
22,1292639,Cyprus First Division,2021/2022,2021-09-27 14:00:00,4,APOEL,PAEEK,1,0,1,['80'],[],1.06,4.75,7.5,1.65,2.2,2.05,1.73
23,1292645,Cyprus First Division,2021/2022,2021-10-01 12:00:00,5,PAEEK,AEL,1,3,4,['1'],"['64', '77', '90+2']",4.7,3.8,1.15,2.1,1.67,2.28,1.6
24,1292644,Cyprus First Division,2021/2022,2021-10-01 14:00:00,5,Apollon,AEK Larnaca,1,4,5,['77'],"['4', '28', '52', '89']",1.4,3.3,2.8,2.15,1.67,1.95,1.8
25,1292647,Cyprus First Division,2021/2022,2021-10-02 11:00:00,5,Ethnikos Achna,Aris,0,3,3,[],"['11', '22', '59']",2.54,3.0,2.54,2.0,1.72,0.0,0.0
26,1292642,Cyprus First Division,2021/2022,2021-10-02 13:00:00,5,Paphos,Doxa,1,1,2,['67'],['28'],1.15,3.75,5.0,2.2,1.65,2.25,1.6
27,1292646,Cyprus First Division,2021/2022,2021-10-03 12:00:00,5,Anorthosis,APOEL,2,1,3,"['38', '70']",['30'],1.7,3.2,2.0,2.25,1.58,2.0,1.77
28,1292643,Cyprus First Division,2021/2022,2021-10-03 13:00:00,5,Olympiakos,Omonia Nicosia,1,0,1,['54'],[],2.75,3.3,1.4,2.35,1.57,2.1,1.7
29,1292648,Cyprus First Division,2021/2022,2021-10-16 11:00:00,6,AEK Larnaca,PAEEK,3,0,3,"['12', '38', '90+4']",[],1.41,4.1,5.99,1.74,1.98,1.95,1.8
30,1292650,Cyprus First Division,2021/2022,2021-10-16 13:00:00,6,Paphos,Olympiakos,1,1,2,['53'],['90'],1.42,3.6,2.75,2.1,1.7,1.9,1.83
31,1292649,Cyprus First Division,2021/2022,2021-10-17 11:00:00,6,Omonia Nicosia,Apollon,1,0,1,['16'],[],2.3,3.38,3.0,1.78,2.08,1.72,2.05
32,1292652,Cyprus First Division,2021/2022,2021-10-17 13:00:00,6,AEL,Anorthosis,2,1,3,"['17', '26']",['23'],1.6,3.0,2.25,2.35,1.57,1.95,1.8
33,1292653,Cyprus First Division,2021/2022,2021-10-18 12:00:00,6,Doxa,Aris,1,2,3,['7'],"['86', '89']",2.05,3.0,1.72,2.2,1.62,1.95,1.75
34,1292651,Cyprus First Division,2021/2022,2021-10-18 13:00:00,6,APOEL,Ethnikos Achna,2,1,3,"['45+1', '87']",['81'],1.08,4.75,8.0,1.75,2.05,2.36,1.57
35,1292654,Cyprus First Division,2021/2022,2021-10-22 13:00:00,7,Olympiakos,Doxa,1,0,1,['9'],[],1.4,3.2,2.9,2.35,1.57,1.96,1.82
36,1292658,Cyprus First Division,2021/2022,2021-10-23 11:00:00,7,Ethnikos Achna,AEL,2,2,4,"['45+4', '61']","['5', '45']",5.5,3.6,1.53,1.85,1.89,1.91,1.83
37,1292655,Cyprus First Division,2021/2022,2021-10-23 13:00:00,7,Apollon,Paphos,2,0,2,"['50', '63']",[],1.73,3.9,4.34,1.67,2.1,1.8,1.95
38,1292659,Cyprus First Division,2021/2022,2021-10-24 13:00:00,7,Aris,APOEL,0,1,1,[],['71'],2.15,3.6,1.66,2.0,1.8,1.91,1.8
