Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,1540267,Paraguay Division Intermedia,2022,2022-04-01 17:00:00,1,Deportivo Santaní,Fernando de la Mora,2,2,4,"['-1', '-1']","['-1', '-1']",2.7,2.3,3.2,2.3,1.53,2.0,1.72
2,1540269,Paraguay Division Intermedia,2022,2022-04-01 19:15:00,1,Sportivo Luqueño,River Plate,2,1,3,"['-1', '-1']",['-1'],2.8,3.1,2.5,2.25,1.57,0.0,0.0
3,1540265,Paraguay Division Intermedia,2022,2022-04-02 11:00:00,1,Martín Ledesma,Rubio Ñú,0,2,2,[],"['-1', '-1']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1540266,Paraguay Division Intermedia,2022,2022-04-02 11:00:00,1,Atyrá,3 de Febrero,1,2,3,['-1'],"['-1', '-1']",2.38,2.8,3.0,2.21,1.56,1.94,1.77
5,1540262,Paraguay Division Intermedia,2022,2022-04-03 11:00:00,1,Pastoreo,CA Colegiales Paraguay,2,1,3,"['-1', '-1']",['-1'],0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1540268,Paraguay Division Intermedia,2022,2022-04-03 11:00:00,1,Sportivo Iteño,Independiente FBC,0,2,2,[],"['-1', '-1']",0.0,0.0,0.0,4.2,1.16,0.0,0.0
7,1540263,Paraguay Division Intermedia,2022,2022-04-04 16:00:00,1,2 de Mayo,Sportivo San Lorenzo,0,2,2,[],"['-1', '-1']",3.57,4.2,1.78,1.48,2.54,0.0,0.0
8,1540264,Paraguay Division Intermedia,2022,2022-04-04 19:15:00,1,Sportivo Trinidense,Guaraní de Trinidad,1,0,1,['-1'],[],2.04,2.91,3.31,2.25,1.57,0.0,0.0
9,1671895,Paraguay Division Intermedia,2022,2022-04-08 17:00:00,2,Independiente FBC,Deportivo Santaní,2,0,2,"['-1', '-1']",[],2.54,2.84,2.99,2.4,1.5,2.0,1.71
10,1671896,Paraguay Division Intermedia,2022,2022-04-08 19:15:00,2,Rubio Ñú,Sportivo Luqueño,0,1,1,[],['-1'],0.0,0.0,0.0,1.75,1.95,0.0,0.0
11,1671897,Paraguay Division Intermedia,2022,2022-04-09 11:00:00,2,Guaraní de Trinidad,2 de Mayo,1,0,1,['-1'],[],1.95,3.0,3.7,2.25,1.57,1.95,1.76
12,1671898,Paraguay Division Intermedia,2022,2022-04-09 11:00:00,2,Fernando de la Mora,Atyrá,0,0,0,[],[],2.2,3.0,3.1,2.2,1.61,1.8,1.86
