League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,0x0,0x1,0x2,0x3,1x0,1x1,1x2,1x3,2x0,2x1,2x2,2x3,3x0,3x1,3x2,3x3,Goleada_H,Goleada_A
Bosnia and Herzegovina First League RS,2022/2023,2022-08-06 12:30:00,1,Modriča,Podrinje Janja,4,1,5,"['-1', '-1', '-1', '-1']",['-1'],1.22,6.0,10.0,1.29,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-06 12:30:00,1,Kozara Gradiška,Sloboda Mrkonjić Grad,0,0,0,[],[],0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-06 12:30:00,1,Krupa na Vrbasu,Rudar Prijedor,4,0,4,"['4', '8', '30', '52']",[],1.67,4.0,3.8,1.95,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-06 12:30:00,1,Laktasi,Željezničar Banja Luka,1,1,2,['-1'],['-1'],1.5,3.97,4.91,1.73,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-06 12:30:00,1,Tekstilac Derventa,Drina Zvornik,0,0,0,[],[],2.3,3.25,2.7,2.05,1.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-06 15:00:00,1,Sutjeska Foča,Ljubić Prnjavor,3,1,4,"['3', '59', '75']",['87'],1.4,4.33,6.0,1.65,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-07 12:30:00,1,Sloboda Novi Grad,Slavija,1,1,2,['-1'],['-1'],1.19,5.21,9.77,1.83,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-07 12:30:00,1,Omarska,Zvijezda '09 Brgule,0,1,1,[],['69'],3.2,4.0,1.8,1.8,1.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-12 12:30:00,2,Drina Zvornik,Sutjeska Foča,0,2,2,[],"['79', '83']",1.65,3.8,4.2,1.6,1.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-13 12:30:00,2,Sloboda Novi Grad,Modriča,3,0,3,"['-1', '-1', '-1']",[],1.04,10.1,20.54,1.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-13 12:30:00,2,Podrinje Janja,Omarska,5,1,6,"['-1', '-1', '-1', '-1', '-1']",['-1'],1.77,3.34,3.89,1.59,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-13 12:30:00,2,Zvijezda '09 Brgule,Kozara Gradiška,1,1,2,['8'],['9007'],1.22,5.5,9.5,1.7,2.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-13 12:30:00,2,Rudar Prijedor,Laktasi,2,1,3,"['-1', '-1']",['-1'],1.75,3.54,3.78,1.56,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-13 12:30:00,2,Ljubić Prnjavor,Famos Vojkovići,2,0,2,"['54', '58']",[],1.43,4.21,5.44,1.6,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-13 12:30:00,2,Željezničar Banja Luka,Tekstilac Derventa,2,0,2,"['26', '9002']",[],2.05,3.4,3.0,1.95,1.73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-14 12:30:00,2,Sloboda Mrkonjić Grad,Krupa na Vrbasu,1,2,3,['-1'],"['-1', '-1']",7.0,4.33,1.36,1.95,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-16 15:00:00,3,Sutjeska Foča,Željezničar Banja Luka,2,1,3,"['-1', '-1']",['-1'],1.16,5.73,9.89,1.56,1.79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-17 12:00:00,3,Laktasi,Sloboda Mrkonjić Grad,4,0,4,"['26', '28', '63', '70']",[],1.95,3.5,3.4,1.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-17 12:00:00,3,Famos Vojkovići,Drina Zvornik,1,0,1,['39'],[],2.7,3.3,2.4,1.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-17 12:00:00,3,Tekstilac Derventa,Rudar Prijedor,0,2,2,[],"['66', '69']",2.8,3.25,2.3,2.2,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-17 12:00:00,3,Krupa na Vrbasu,Zvijezda '09 Brgule,3,1,4,"['12', '22', '44']",['1'],1.5,3.75,6.0,2.0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-17 12:00:00,3,Modriča,Slavija,0,1,1,[],['-1'],1.81,5.41,2.42,1.87,2.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-17 12:00:00,3,Omarska,Sloboda Novi Grad,1,3,4,['-1'],"['-1', '-1', '-1']",5.25,3.75,1.57,1.68,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina First League RS,2022/2023,2022-08-17 12:00:00,3,Kozara Gradiška,Podrinje Janja,0,1,1,[],['-1'],1.32,4.1,6.79,1.8,2.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
