Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,1532674,Brazil Gaucho 1,2022,2022-01-26 16:00:00,1,Juventude,Internacional,1,2,3,['81'],"['49', '54']",3.55,3.05,1.86,2.4,1.5,2.19,1.64
2,1532677,Brazil Gaucho 1,2022,2022-01-26 19:00:00,1,Grêmio,Caxias,2,1,3,"['33', '54']",['74'],1.99,3.05,3.15,2.1,1.67,1.97,1.76
3,1532673,Brazil Gaucho 1,2022,2022-01-26 20:00:00,1,União RS,Novo Hamburgo,1,1,2,['63'],['8'],2.63,3.25,2.3,1.89,1.91,0.0,0.0
4,1532676,Brazil Gaucho 1,2022,2022-01-26 21:30:00,1,Aimoré,Brasil de Pelotas,0,0,0,[],[],1.76,3.1,1.96,2.5,1.5,2.07,1.69
5,1532672,Brazil Gaucho 1,2022,2022-01-27 19:00:00,1,Ypiranga Erechim,São Luiz,2,1,3,"['37', '44']",['13'],1.51,3.72,5.75,2.02,1.72,2.0,1.73
6,1532675,Brazil Gaucho 1,2022,2022-01-27 21:30:00,1,EC São José,Guarany de Bagé,1,0,1,['37'],[],1.26,3.38,3.48,2.53,1.53,2.3,1.56
7,1532683,Brazil Gaucho 1,2022,2022-01-29 16:30:00,2,Brasil de Pelotas,Grêmio,1,1,2,['86'],['48'],3.75,3.25,1.83,2.0,1.8,1.9,1.8
8,1532680,Brazil Gaucho 1,2022,2022-01-29 19:00:00,2,Internacional,União RS,2,0,2,"['14', '84']",[],1.3,4.5,8.5,1.62,2.18,2.45,1.49
9,1532681,Brazil Gaucho 1,2022,2022-01-30 16:00:00,2,Caxias,EC São José,1,1,2,['63'],['73'],2.15,3.0,3.4,2.45,1.5,2.11,1.65
10,1532682,Brazil Gaucho 1,2022,2022-01-30 16:00:00,2,Guarany de Bagé,Aimoré,0,1,1,[],['63'],2.55,3.0,2.7,2.37,1.53,1.99,1.75
11,1532678,Brazil Gaucho 1,2022,2022-01-30 19:00:00,2,São Luiz,Juventude,1,0,1,['52'],[],5.0,3.5,1.62,2.2,1.6,2.16,1.62
12,1532679,Brazil Gaucho 1,2022,2022-01-30 19:00:00,2,Novo Hamburgo,Ypiranga Erechim,1,0,1,['87'],[],2.8,3.3,2.3,2.3,1.55,1.97,1.75
13,1532687,Brazil Gaucho 1,2022,2022-02-02 16:30:00,3,Grêmio,EC São José,2,1,3,"['5', '65']",['48'],1.26,5.81,9.74,2.05,1.7,2.63,1.44
14,1532685,Brazil Gaucho 1,2022,2022-02-02 19:00:00,3,Ypiranga Erechim,União RS,3,1,4,"['24', '35', '58']",['88'],1.71,3.21,5.25,2.25,1.57,2.2,1.62
15,1532684,Brazil Gaucho 1,2022,2022-02-02 19:00:00,3,São Luiz,Internacional,0,0,0,[],[],5.5,3.3,1.7,2.2,1.6,2.2,1.62
16,1532688,Brazil Gaucho 1,2022,2022-02-02 21:30:00,3,Brasil de Pelotas,Guarany de Bagé,4,1,5,"['4', '26', '35', '55']",['58'],1.03,5.35,9.05,2.21,1.68,3.6,1.25
17,1532689,Brazil Gaucho 1,2022,2022-02-03 19:00:00,3,Aimoré,Caxias,0,2,2,[],"['21', '34']",2.76,2.95,2.63,2.42,1.47,2.2,1.62
18,1532686,Brazil Gaucho 1,2022,2022-02-03 21:30:00,3,Juventude,Novo Hamburgo,1,1,2,['65'],['67'],1.15,3.75,5.0,2.35,1.57,2.38,1.53
19,1532692,Brazil Gaucho 1,2022,2022-02-05 16:30:00,4,Ypiranga Erechim,Internacional,3,1,4,"['23', '51', '52']",['45+1'],5.35,3.82,1.58,2.05,1.73,2.0,1.73
20,1532694,Brazil Gaucho 1,2022,2022-02-06 16:00:00,4,Caxias,Brasil de Pelotas,4,0,4,"['14', '29', '45+24', '55']",[],2.0,3.0,3.7,2.48,1.45,2.2,1.62
21,1532691,Brazil Gaucho 1,2022,2022-02-06 18:30:00,4,União RS,Juventude,2,1,3,"['42', '90+7']",['54'],4.26,3.28,1.82,1.97,1.76,1.83,1.83
22,1532690,Brazil Gaucho 1,2022,2022-02-06 19:00:00,4,Novo Hamburgo,São Luiz,0,0,0,[],[],2.02,2.9,3.2,2.4,1.52,2.2,1.62
23,1532693,Brazil Gaucho 1,2022,2022-02-06 19:00:00,4,EC São José,Aimoré,0,2,2,[],"['28', '90+5']",1.32,3.5,3.1,2.6,1.48,2.5,1.5
24,1532695,Brazil Gaucho 1,2022,2022-02-06 19:30:00,4,Grêmio,Guarany de Bagé,2,0,2,"['3', '60']",[],1.1,8.63,15.47,1.42,2.57,2.8,1.39
25,1532696,Brazil Gaucho 1,2022,2022-02-09 19:00:00,5,São Luiz,União RS,1,0,1,['82'],[],1.77,3.25,4.4,2.18,1.62,2.0,1.73
26,1532701,Brazil Gaucho 1,2022,2022-02-09 20:30:00,5,Aimoré,Grêmio,1,2,3,['60'],"['78', '87']",4.0,3.5,1.22,2.14,1.64,2.2,1.62
27,1532698,Brazil Gaucho 1,2022,2022-02-09 21:30:00,5,Internacional,Novo Hamburgo,1,1,2,['65'],['55'],1.11,4.2,6.0,2.05,1.75,2.38,1.53
28,1532700,Brazil Gaucho 1,2022,2022-02-09 21:30:00,5,Guarany de Bagé,Caxias,1,1,2,['85'],['41'],3.2,3.3,1.33,2.2,1.62,2.05,1.72
29,1532697,Brazil Gaucho 1,2022,2022-02-10 19:00:00,5,Juventude,Ypiranga Erechim,0,0,0,[],[],2.22,2.75,3.15,2.4,1.5,2.1,1.67
30,1532699,Brazil Gaucho 1,2022,2022-02-10 19:00:00,5,Brasil de Pelotas,EC São José,1,0,1,['82'],[],2.05,2.9,3.7,2.45,1.46,2.2,1.62
31,1532705,Brazil Gaucho 1,2022,2022-02-12 16:30:00,6,Caxias,Internacional,0,1,1,[],['87'],5.81,3.57,1.5,2.09,1.69,2.1,1.67
32,1532702,Brazil Gaucho 1,2022,2022-02-12 18:00:00,6,Guarany de Bagé,São Luiz,2,2,4,"['25', '58']","['16', '81']",3.69,2.84,1.99,2.35,1.55,2.1,1.67
33,1532707,Brazil Gaucho 1,2022,2022-02-12 21:00:00,6,Aimoré,União RS,2,0,2,"['21', '90+5']",[],2.0,2.9,3.75,2.5,1.5,2.1,1.67
34,1532706,Brazil Gaucho 1,2022,2022-02-13 16:00:00,6,Brasil de Pelotas,Novo Hamburgo,1,1,2,['2'],['45+1'],2.0,3.0,3.9,2.37,1.49,2.2,1.62
