Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,2593290,Austria 2. Liga,2022/2023,2022-07-22 13:00:00,1,First Vienna,Blau-Weiß Linz,2,0,2,"['26', '30']",[],4.5,4.0,1.7,1.85,1.95,1.83,1.83
2,2593284,Austria 2. Liga,2022/2023,2022-07-22 13:10:00,1,Vorwärts Steyr,Rapid Wien II,2,2,4,"['20', '45']","['29', '42']",2.38,3.75,2.8,1.62,2.25,1.57,2.25
3,2593286,Austria 2. Liga,2022/2023,2022-07-22 13:10:00,1,Horn,Sturm Graz II,2,1,3,"['36', '78']",['41'],2.25,3.7,2.9,1.57,2.35,1.5,2.5
4,2593288,Austria 2. Liga,2022/2023,2022-07-22 13:10:00,1,Austria Wien II,Liefering,2,2,4,"['71', '79']","['50', '67']",4.33,3.75,1.83,1.65,2.2,1.62,2.2
5,2593289,Austria 2. Liga,2022/2023,2022-07-22 13:10:00,1,Amstetten,Kapfenberger SV,3,0,3,"['52', '66', '90+2']",[],1.55,4.2,5.5,1.65,2.2,1.73,2.0
6,2593285,Austria 2. Liga,2022/2023,2022-07-23 12:00:00,1,St. Pölten,Dornbirn,2,0,2,"['2', '70']",[],1.5,4.5,6.0,1.53,2.4,1.67,2.1
7,2593287,Austria 2. Liga,2022/2023,2022-07-23 12:00:00,1,Grazer AK,Floridsdorfer AC,0,0,0,[],[],2.55,3.5,2.75,1.95,1.85,1.73,2.0
8,2593291,Austria 2. Liga,2022/2023,2022-07-24 05:30:00,1,Lafnitz,Admira,2,1,3,"['29', '45+3']",['39'],2.96,3.45,2.22,1.59,2.13,1.62,2.2
9,2593297,Austria 2. Liga,2022/2023,2022-07-29 13:10:00,2,Rapid Wien II,St. Pölten,1,5,6,['89'],"['7', '42', '72', '74', '76']",3.0,3.8,2.2,1.62,2.25,1.53,2.38
10,2593294,Austria 2. Liga,2022/2023,2022-07-29 13:10:00,2,Dornbirn,Amstetten,1,3,4,['26'],"['2', '54', '81']",5.0,4.33,1.6,1.5,2.5,1.57,2.25
11,2593296,Austria 2. Liga,2022/2023,2022-07-29 13:10:00,2,Kapfenberger SV,Horn,0,1,1,[],['76'],3.3,3.5,2.15,1.7,2.1,1.62,2.2
12,2593293,Austria 2. Liga,2022/2023,2022-07-29 13:10:00,2,Blau-Weiß Linz,Austria Wien II,4,2,6,"['18', '27', '55', '77']","['48', '80']",1.17,7.0,15.0,1.4,2.88,2.2,1.62
13,2593298,Austria 2. Liga,2022/2023,2022-07-29 15:30:00,2,Admira,Grazer AK,4,3,7,"['3', '14', '41', '64']","['21', '45', '76']",1.91,3.5,4.2,1.8,2.0,1.73,2.0
14,2593295,Austria 2. Liga,2022/2023,2022-07-31 05:30:00,2,Floridsdorfer AC,First Vienna,0,1,1,[],['38'],2.04,3.56,3.41,1.68,2.12,1.67,2.1
15,2593299,Austria 2. Liga,2022/2023,2022-07-31 05:30:00,2,Sturm Graz II,Lafnitz,2,0,2,"['15', '17']",[],2.95,3.4,2.1,1.66,2.15,1.57,2.25
16,2593292,Austria 2. Liga,2022/2023,2022-08-02 13:30:00,2,Liefering,Vorwärts Steyr,4,3,7,"['-1', '-1', '-1', '-1']","['-1', '-1', '-1']",1.7,4.2,4.33,1.57,2.35,1.57,2.25
17,2593300,Austria 2. Liga,2022/2023,2022-08-05 13:10:00,3,Austria Wien II,Kapfenberger SV,2,2,4,"['75', '79']","['24', '90']",2.3,3.5,3.1,1.6,2.3,1.5,2.5
18,2593301,Austria 2. Liga,2022/2023,2022-08-05 13:10:00,3,Amstetten,Admira,1,1,2,['57'],['59'],2.3,3.5,3.0,1.62,2.25,1.53,2.38
19,2593304,Austria 2. Liga,2022/2023,2022-08-05 13:10:00,3,Horn,Blau-Weiß Linz,2,1,3,"['53', '87']",['33'],5.25,4.33,1.57,1.6,2.3,1.67,2.1
20,2593306,Austria 2. Liga,2022/2023,2022-08-05 13:10:00,3,First Vienna,St. Pölten,1,1,2,['19'],['77'],3.6,3.4,2.1,1.85,1.95,1.73,2.0
21,2593303,Austria 2. Liga,2022/2023,2022-08-05 15:30:00,3,Lafnitz,Floridsdorfer AC,0,4,4,[],"['21', '74', '79', '90+5']",2.5,3.3,2.88,1.85,1.95,1.67,2.1
22,2593302,Austria 2. Liga,2022/2023,2022-08-06 09:30:00,3,Vorwärts Steyr,Dornbirn,2,1,3,"['53', '89']",['15'],1.96,3.5,3.18,1.68,2.11,1.57,2.25
23,2593305,Austria 2. Liga,2022/2023,2022-08-06 09:30:00,3,Grazer AK,Liefering,1,0,1,['15'],[],3.17,3.62,1.93,1.45,2.55,1.53,2.38
24,2593307,Austria 2. Liga,2022/2023,2022-08-07 05:30:00,3,Sturm Graz II,Rapid Wien II,1,1,2,['54'],['57'],2.3,3.4,2.7,1.57,2.28,1.44,2.63
25,2593315,Austria 2. Liga,2022/2023,2022-08-12 13:10:00,4,Admira,Austria Wien II,3,2,5,"['4', '6', '59']","['38', '76']",1.5,4.5,6.0,1.48,2.6,1.67,2.1
26,2593311,Austria 2. Liga,2022/2023,2022-08-12 13:10:00,4,Floridsdorfer AC,Vorwärts Steyr,2,1,3,"['5', '44']",['60'],1.85,3.4,4.5,1.85,1.95,1.73,2.0
27,2593314,Austria 2. Liga,2022/2023,2022-08-12 13:10:00,4,St. Pölten,Sturm Graz II,2,5,7,"['24', '56']","['16', '53', '73', '78', '81']",1.83,3.75,4.2,1.62,2.25,1.62,2.2
28,2593308,Austria 2. Liga,2022/2023,2022-08-12 13:10:00,4,Liefering,First Vienna,1,1,2,['80'],['22'],2.25,3.6,3.0,1.65,2.2,1.57,2.25
29,2593310,Austria 2. Liga,2022/2023,2022-08-12 13:10:00,4,Dornbirn,Horn,0,1,1,[],['81'],3.5,3.75,2.0,1.6,2.3,1.53,2.38
30,2593309,Austria 2. Liga,2022/2023,2022-08-12 15:30:00,4,Blau-Weiß Linz,Grazer AK,1,1,2,['36'],['59'],1.67,4.0,5.0,1.6,2.3,1.62,2.2
31,2593313,Austria 2. Liga,2022/2023,2022-08-13 15:00:00,4,Rapid Wien II,Amstetten,2,2,4,"['44', '56']","['71', '81']",2.75,3.4,2.5,1.57,2.35,1.44,2.63
32,2593312,Austria 2. Liga,2022/2023,2022-08-14 05:30:00,4,Kapfenberger SV,Lafnitz,1,5,6,['71'],"['7', '12', '36', '65', '80']",3.6,3.75,1.79,1.45,2.55,1.57,2.25
33,2593316,Austria 2. Liga,2022/2023,2022-08-19 13:10:00,5,Austria Wien II,Rapid Wien II,3,3,6,"['27', '54', '56']","['5', '69', '90+7']",2.88,4.2,2.1,1.4,2.88,1.4,2.75
34,2593317,Austria 2. Liga,2022/2023,2022-08-19 13:10:00,5,Amstetten,Liefering,1,0,1,['85'],[],1.8,4.0,4.2,1.53,2.4,1.53,2.38
35,2593321,Austria 2. Liga,2022/2023,2022-08-19 13:10:00,5,St. Pölten,Kapfenberger SV,2,0,2,"['9', '81']",[],1.36,5.25,7.5,1.4,2.88,1.67,2.1
36,2593320,Austria 2. Liga,2022/2023,2022-08-19 13:10:00,5,Horn,Floridsdorfer AC,1,1,2,['90+1'],['21'],3.3,3.4,2.2,1.85,1.95,1.67,2.1
37,2593322,Austria 2. Liga,2022/2023,2022-08-19 15:30:00,5,First Vienna,Admira,1,1,2,['80'],['50'],3.1,3.5,2.3,1.8,2.0,1.62,2.2
38,2593319,Austria 2. Liga,2022/2023,2022-08-20 09:30:00,5,Lafnitz,Dornbirn,1,1,2,['78'],['90+5'],1.36,4.4,6.5,1.47,2.5,1.73,2.0
39,2593323,Austria 2. Liga,2022/2023,2022-08-21 05:30:00,5,Sturm Graz II,Blau-Weiß Linz,0,2,2,[],"['5', '6']",3.8,3.6,1.95,1.65,2.2,1.57,2.25
40,2593318,Austria 2. Liga,2022/2023,2022-08-21 05:30:00,5,Vorwärts Steyr,Grazer AK,1,1,2,['90+2'],['71'],3.1,3.5,2.2,1.57,2.35,1.53,2.38
41,2593324,Austria 2. Liga,2022/2023,2022-08-26 13:10:00,6,Liefering,Sturm Graz II,4,2,6,"['11', '21', '56', '85']","['65', '90+4']",3.6,3.75,2.0,1.5,2.5,1.44,2.63
42,2593325,Austria 2. Liga,2022/2023,2022-08-26 13:10:00,6,Austria Wien II,Horn,1,1,2,['11'],['19'],3.25,4.0,2.0,1.48,2.6,1.5,2.5
43,2593330,Austria 2. Liga,2022/2023,2022-08-26 13:10:00,6,Kapfenberger SV,Vorwärts Steyr,1,1,2,['77'],['42'],4.2,3.8,1.8,1.53,2.4,1.53,2.38
44,2593328,Austria 2. Liga,2022/2023,2022-08-26 13:10:00,6,Floridsdorfer AC,Amstetten,2,3,5,"['3', '52']","['7', '38', '90+4']",2.05,3.4,3.75,1.95,1.85,1.8,1.91
45,2593331,Austria 2. Liga,2022/2023,2022-08-26 15:30:00,6,Admira,St. Pölten,1,0,1,['13'],[],2.8,3.4,2.55,1.75,2.05,1.62,2.2
46,2593327,Austria 2. Liga,2022/2023,2022-08-27 09:30:00,6,Dornbirn,First Vienna,0,0,0,[],[],3.27,3.52,1.92,1.67,2.12,1.62,2.2
47,2593329,Austria 2. Liga,2022/2023,2022-08-27 09:30:00,6,Grazer AK,Lafnitz,3,1,4,"['13', '20', '90+2']",['90'],2.15,3.4,2.86,1.71,2.06,1.62,2.2
48,2593326,Austria 2. Liga,2022/2023,2022-08-28 05:30:00,6,Blau-Weiß Linz,Rapid Wien II,4,1,5,"['6', '9', '67', '90+4']",['53'],1.44,5.0,7.0,1.44,2.7,1.57,2.25
49,2593334,Austria 2. Liga,2022/2023,2022-09-02 13:10:00,7,Lafnitz,First Vienna,3,0,3,"['19', '37', '89']",[],2.38,3.75,2.8,1.7,2.1,1.62,2.2
50,2593335,Austria 2. Liga,2022/2023,2022-09-02 13:10:00,7,Horn,Liefering,3,1,4,"['36', '56', '84']",['52'],1.95,4.0,3.5,1.62,2.25,1.57,2.25
51,2593333,Austria 2. Liga,2022/2023,2022-09-02 15:30:00,7,Vorwärts Steyr,Admira,2,1,3,"['54', '69']",['6'],3.2,3.55,1.92,1.63,2.2,1.62,2.2
