Nº,Id_Jogo,League,Season,Date,Rodada,Home,Away,FT_Goals_H,FT_Goals_A,FT_TotalGoals,Goals_H_Minutes,Goals_A_Minutes,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
1,2470336,Switzerland Super League,2022/2023,2022-07-16 13:00:00,1,Young Boys,Zürich,4,0,4,"['62', '77', '80', '85']",[],1.53,4.33,5.5,1.4,2.75,1.53,2.38
2,2470337,Switzerland Super League,2022/2023,2022-07-16 15:30:00,1,Winterthur,Basel,1,1,2,['3'],['70'],3.6,3.6,1.95,1.5,2.4,1.5,2.5
3,2470338,Switzerland Super League,2022/2023,2022-07-17 11:30:00,1,Lugano,Sion,2,3,5,"['61', '88']","['43', '59', '85']",1.85,3.4,4.0,1.87,1.83,1.8,1.91
4,2470339,Switzerland Super League,2022/2023,2022-07-17 11:30:00,1,Servette,St. Gallen,1,0,1,['5'],[],2.3,3.5,2.7,1.5,2.5,1.44,2.63
5,2470340,Switzerland Super League,2022/2023,2022-07-23 13:00:00,2,Zürich,Luzern,0,0,0,[],[],2.0,3.85,3.22,1.53,2.4,1.5,2.5
6,2470341,Switzerland Super League,2022/2023,2022-07-23 15:30:00,2,St. Gallen,Winterthur,2,0,2,"['20', '40']",[],1.84,4.05,3.58,1.5,2.48,1.51,2.4
7,2470342,Switzerland Super League,2022/2023,2022-07-24 09:15:00,2,Basel,Servette,1,1,2,['45+1'],['87'],1.66,3.78,3.82,1.5,2.48,1.5,2.5
8,2470343,Switzerland Super League,2022/2023,2022-07-24 11:30:00,2,Grasshopper,Lugano,2,1,3,"['12', '47']",['79'],2.14,3.55,3.0,1.97,1.9,1.67,2.1
9,2470344,Switzerland Super League,2022/2023,2022-07-24 11:30:00,2,Sion,Young Boys,0,3,3,[],"['2', '6', '88']",4.2,4.25,1.65,1.5,2.48,1.53,2.38
10,2470345,Switzerland Super League,2022/2023,2022-07-30 13:00:00,3,St. Gallen,Zürich,2,0,2,"['20', '45+1']",[],1.97,4.2,3.15,1.45,2.63,1.42,2.75
11,2470346,Switzerland Super League,2022/2023,2022-07-30 15:30:00,3,Sion,Servette,0,0,0,[],[],2.33,3.34,3.01,1.6,2.2,1.6,2.27
12,2470347,Switzerland Super League,2022/2023,2022-07-31 11:30:00,3,Winterthur,Lugano,1,4,5,['11'],"['19', '22', '31', '90+1']",2.44,3.75,2.68,1.59,2.2,1.62,2.2
13,2470348,Switzerland Super League,2022/2023,2022-07-31 11:30:00,3,Young Boys,Grasshopper,1,1,2,['31'],['49'],1.38,5.4,7.2,1.42,2.62,1.62,2.2
14,2470350,Switzerland Super League,2022/2023,2022-08-06 13:00:00,4,Servette,Winterthur,1,0,1,['81'],[],1.81,3.75,3.99,1.65,2.16,1.6,2.25
15,2470351,Switzerland Super League,2022/2023,2022-08-06 15:30:00,4,Grasshopper,St. Gallen,3,2,5,"['20', '45+2', '69']","['5', '12']",2.59,3.6,2.46,1.54,2.38,1.49,2.54
16,2470352,Switzerland Super League,2022/2023,2022-08-07 09:15:00,4,Zürich,Sion,0,3,3,[],"['57', '64', '68']",1.95,3.7,3.5,1.53,2.4,1.53,2.35
17,2470353,Switzerland Super League,2022/2023,2022-08-07 11:30:00,4,Basel,Young Boys,0,0,0,[],[],3.1,3.6,2.2,1.52,2.45,1.46,2.55
